Name;Identity;Birth place;Publisher;Height;Weight;Gender;First appearance;Eye color;Hair color;Strength;Intelligence
Namor;Namor McKenzie;Atlantis;Marvel Comics;188.38999999999999;125.23999999999999;M;1939;Grey;Black;95;good
Namor;;;Marvel Comics;;;M;;;;;
Mystique;Raven Darkholme;;Marvel Comics;178.65000000000001;54.960000000000001;F;;Yellow (without irises);Red / Orange;15;good
Namora;Aquaria Nautica Neptunia;Unnamed Atlantean outpost;Marvel Comics;180.84999999999999;85.530000000000001;F;1947;Blue;Blond;85;average
Mysterio;Quentin Beck;New York, New York ;Marvel Comics;180.47;79.930000000000007;M;1964;Brown;No Hair;10;high
Multiple Man;James Arthur;Los Alamos, New Mexico;Marvel Comics;180.91999999999999;70.180000000000007;M;;Blue;Brown;15;good
Ms Marvel II;Sharon Ventura;Pullman, Washington;Marvel Comics;173.44999999999999;61.609999999999999;F;;Blue;Red;65;moderate
Mr Incredible;Robert Parr;;Dark Horse Comics;201.81;158.19999999999999;M;2004;Blue;Blond;85;average
Mr Immortal;Craig Hollis;;Marvel Comics;188.81;70.090000000000003;M;;Blue;Blond;10;average
Morph;Kevin Sydney;Pittsburgh, Pennsylvania ;Marvel Comics;178.31;79.879999999999995;M;;White;No Hair;;
Moonstone;Karla Sofen;Van Nuys, California;Marvel Comics;180.72;59.780000000000001;F;1975;Blue;Blond;70;average
Moses Magnum;Moses Magnum;;Marvel Comics;175.06;72.870000000000005;M;1975;Brown;Black;30;good
Morlun;Morlun;;Marvel Comics;188.25999999999999;79.519999999999996;M;2001;White / Red;Black;60;good
Moon Knight;Marc Spector ;Chicago, Illinois;Marvel Comics;188.71000000000001;101.34999999999999;M;1975;Brown;Brown;40;average
Monica Dawson;Monica Dawson;;NBC - Heroes;;;F;;;;10;average
Molten Man;Mark Raxton;;Marvel Comics;196.96000000000001;248.27000000000001;M;1965;Gold;Gold;75;average
Monarch;Nathaniel Christopher Adam;;DC Comics;193.56999999999999;90.719999999999999;M;1987;Blue;White;100;high
Mogo;Mogo;;DC Comics;;;M;1985;;;;
MODOK;George Tarleton;;Marvel Comics;366.19999999999999;338.20999999999998;M;;White;Brownn;20;high
Mohinder Suresh;Mohinder Suresh;India;NBC - Heroes;;;M;;;;;
Mockingbird;Barbara Morse;San Diego, California;Marvel Comics;175.58000000000001;61.329999999999998;F;1971;Blue;Blond;35;good
Moloch;Edgar William Jacobi;;DC Comics;;;M;;;;;
Mister Zsasz;Victor Zsasz;;DC Comics;;;M;;Blue;Blond;25;high
Mister Sinister;Nathaniel Essex;London, England ;Marvel Comics;196.88999999999999;128.37;M;1987;Red;Black;50;high
Mister Mxyzptlk;Mr. Mxyzptlk;;DC Comics;;;M;;;;85;high
Mister Freeze;Victor Fries;;DC Comics;183.59;86.469999999999999;M;1959;;;35;good
Mister Fantastic;Reed Richards;Central City, California ;Marvel Comics;185.00999999999999;81.680000000000007;M;;Brown;Brown;10;high
Mister Knife;J'son;Spartax, Spartoi Empire, near the Shi'ar Galaxy;Marvel Comics;;;M;2000;Blue;Brown;10;good
Misfit;Charlotte Gage-Radcliffe;;DC Comics;;;F;;Blue;Red;35;good
Mimic;Calvin Montgomery Rankin;Passiac, New Jersey ;Marvel Comics;188.78999999999999;101.48;M;;Brown;Brown;70;good
Miss Martian;M'gann M'orzz;Mars;DC Comics;178.49000000000001;61.25;F;2006;Red;Red;85;good
Minna Murray;Wilhelmina Harker;;Wildstorm;;;F;;;;;
Micro Lad;Gim Allon;;DC Comics;183.12;77.219999999999999;M;2004;Grey;Brown;30;moderate
Micah Sanders;Micah Sanders;;NBC - Heroes;;;M;;Brown;Black;10;good
Metron;Metron;;DC Comics;185.56999999999999;86.049999999999997;M;1971;Blue;Black;10;high
Meteorite;;;Marvel Comics;;;F;;;;;
Michelangelo;;;IDW Publishing;;;M;;Blue;;15;good
Metamorpho;Rex Mason;;DC Comics;185.94;90.480000000000004;M;;Black;No Hair;85;good
Metallo;John Corben;;DC Comics;196.93000000000001;90.939999999999998;M;1987;Green;Brown;55;good
Mera;Mera;;DC Comics;175.36000000000001;72.75;F;1963;Blue;Red;65;average
Meltdown;Tabitha Smith ;Roanoke, Virginia ;Marvel Comics;165.31;54.5;F;;Blue;Blond;10;moderate
Mephisto;;Hell ;Marvel Comics;198.66;140.66;M;;White;Black;85;high
Maya Herrera;Maya Herrera;Dominican Republic;NBC - Heroes;;;F;;;;10;average
Maxima;;Almerac;DC Comics;180.75999999999999;72.849999999999994;F;;Brown;Red;90;good
Maverick;Christopher Bradley ;;Marvel Comics;193.06;110.36;M;1995;Blue;Black;10;good
Medusa;Medusalith Amaquelin Boltagon;Island of Attilan, Atlantic Ocean ;Marvel Comics;180.5;59.390000000000001;F;1965;Green;Red;35;good
Match;Kent Connor;;DC Comics;;;M;1997;Black;Black;95;good
Matt Parkman;Matthew Parkman;;NBC - Heroes;;;M;;;;10;good
Master Chief;John-117;Elysium City, Eridanus II;Microsoft;213.91999999999999;;M;;Brown;Brown;75;good
Master Brood;Currently Colin Wood;Perhaps England;Team Epic TV;183.08000000000001;81.200000000000003;M;;Blue;Black;;
Marvel Girl;Rachel Anne Summers;;Marvel Comics;170.21000000000001;56.060000000000002;F;;Green;Red;85;good
Martian Manhunter;J'onn J'onzz;;DC Comics;201.86000000000001;135.18000000000001;M;1955;Red;No Hair;95;high
Man-Bat;Robert Kirkland Langstrom;Chicago, Illinois;DC Comics;;;M;1970;Brown;Brown;20;moderate
Mantis;;Vietnam;Marvel Comics;168.69999999999999;52.170000000000002;F;;Green;Black;10;good
Magus;;Kvch (Technarchy�s home planet) ;Marvel Comics;183.74000000000001;;M;1984;Black;;100;high
Mandarin;Khan;China;Marvel Comics;188.09999999999999;97.650000000000006;M;1964;Blue;White;30;high
Magog;David Reid;;DC Comics;;;M;;Blue;Blond;50;average
Machine Man;X-51, Aaron Stack;Central City, California;Marvel Comics;183.41999999999999;383.81;;;Red;Black;35;good
Man-Thing;Dr. Theodore Sallis ;;Marvel Comics;213.38;225.59999999999999;M;1971;Red;No Hair;35;average
Lyja;Lyja;;Marvel Comics;;;F;;Green;Green;;
Mach-IV;Abner Jenkins;Baltimore, Maryland ;Marvel Comics;180.36000000000001;79.200000000000003;M;2005;Brown;Brown;40;good
Luna;Luna Maximoff;Attilan, Blue Area of the Moon;Marvel Comics;;;F;;;;10;moderate
Man of Miracles;;;Image Comics;;;;;Blue;Silver;100;high
Man-Wolf;John Jameson;New York, New York;Marvel Comics;188.66;90.400000000000006;M;;Brown;Auburn;45;good
Magneto;Erik Magnus Lensherr;Unrevealed, probably somewhere in Northern Europe;Marvel Comics;188.80000000000001;86.400000000000006;M;;Grey;White;80;high
Luke Skywalker;Luke Skywalker;Tatooine;George Lucas;168.13;77.0;M;1977;Blue;Blond;40;good
Longshot;;;Marvel Comics;188.22999999999999;36.710000000000001;M;1985;Blue;Blond;10;average
Luke Campbell;Luke Campbell;;NBC - Heroes;;;M;;;;;
Loki;Loki Laufeyson;Jotunheim, Asgard ;Marvel Comics;193.83000000000001;236.11000000000001;M;;Green;Black;65;high
Living Tribunal;;;Marvel Comics;;;;;Blue;No Hair;100;high
Lobo;Lobo;;DC Comics;229.40000000000001;288.81999999999999;M;;Red;Black;100;high
Luke Cage;Luke Cage;Harlem, New York City;Marvel Comics;198.43000000000001;191.97999999999999;M;1972;Brown;Black;65;average
Lightning Lad;Garth Ranzz;;DC Comics;155.06999999999999;65.890000000000001;M;;Blue;Red;10;moderate
Light Lass;Ayla Ranzz;;DC Comics;165.34;54.359999999999999;F;;Blue;Red;10;moderate
Lex Luthor;Lex Luthor;;DC Comics;188.72999999999999;95.219999999999999;M;;Green;No Hair;55;high
Lightning Lord;Mekt Ranzz;;DC Comics;191.41;95.890000000000001;M;2007;Blue;Red;10;average
Legion;David Haller;Israel;Marvel Comics;175.86000000000001;59.829999999999998;M;1985;Green / Blue;Black;100;average
Leech;;;Marvel Comics;;;M;;;;5;moderate
Leader;Samuel Sterns;Boise, Idaho ;Marvel Comics;178.74000000000001;63.340000000000003;M;;Green;No Hair;10;high
Lady Bullseye;;;Marvel Comics;;;F;;;Black;75;high
Leonardo;Leonardo;;IDW Publishing;;;M;;Blue;No Hair;20;good
Kyle Rayner;Kyle Rayner;North Hollywood, Los Angeles, California;DC Comics;180.31999999999999;79.620000000000005;M;;Green;Black;90;good
Krypto;Krypto the Superdog;;DC Comics;64.209999999999994;18.109999999999999;M;1955;Blue;White;80;low
Kraven the Hunter;Sergei Kravinoff;Volgograd (formerly Stalingrad), Russia ;Marvel Comics;183.94999999999999;106.67;M;1964;Brown;Black;35;good
Kraven II;Alyosha Kravinoff;;Marvel Comics;191.25999999999999;99.030000000000001;M;1997;Brown;Black;35;average
Living Brain;;;Marvel Comics;198.59;360.13999999999999;;1964;Yellow;;55;good
Kool-Aid Man;;;;;;M;;Black;No Hair;20;moderate
Klaw;Ulysses Klaw;Vlaardingen, Netherlands;Marvel Comics;188.61000000000001;97.989999999999995;M;1966;Red;No Hair;40;good
Kingpin;Wilson Grant Fisk;New York City area;Marvel Comics;201.91999999999999;203.47;M;1967;Blue;No Hair;20;good
King Shark;Nanaue;;DC Comics;;;M;;Black;No Hair;90;average
Lizard;Curtis Connors;Coral Gables, Florida;Marvel Comics;203.53;230.59999999999999;M;;Red;No Hair;55;average
Liz Sherman;Elizabeth Anne Sherman;;Dark Horse Comics;;;F;;;;;
King Kong;King Kong;Skull Island;;30.870000000000001;9.7899999999999991;M;1933;Yellow;Black;100;average
Kylo Ren;Ben Solo;;George Lucas;;;M;2015;;;45;average
Kilowog;;Bolovax Vik;DC Comics;234.38999999999999;324.10000000000002;M;1986;Red;No Hair;90;high
Killer Croc;Waylon Jones;;DC Comics;244.58000000000001;356.55000000000001;M;1983;Red;No Hair;55;low
Killer Frost;Caitlin Snow;;DC Comics;;;F;;Blue;Blond;10;high
Kid Flash;Wallace Rudolph West;Blue Valley, Nebraska;DC Comics;;;M;1960;Green;Red;5;moderate
Kid Flash II;Bartholomew Allen II;;DC Comics;;;M;;;;;
Kick-Ass;Dave Lizewski;New York City;Icon Comics;;;M;;Blue;Blond;10;moderate
Kevin 11;Kevin Ethan Levin;;DC Comics;;;M;;;Black;10;moderate
Katniss Everdeen;Katniss Everdeen;;;;;F;;;;10;average
Kathryn Janeway;Kathryn Janeway;Bloomington, Indiana, Earth;Star Trek;;;F;;;;10;good
Kang;Nathaniel Richards;Other Earth, 31st century ;Marvel Comics;191.30000000000001;104.95;M;1964;Brown;Brown;50;high
Junkpile;;;Marvel Comics;;;M;1993;;;40;average
Karate Kid;Val Armorr;Orando;DC Comics;173.13999999999999;72.230000000000004;M;;Brown;Brown;65;good
Justice;Vance Astrovik;;Marvel Comics;178.91;81.099999999999994;M;1975;Hazel;Brown;10;average
Juggernaut;Cain Marko;Berkeley, California;Marvel Comics;287.94999999999999;855.82000000000005;M;1965;Blue;Red;100;average
Judge Dredd;Joseph Dredd;Mega City One;Rebellion;188.09;;M;1977;;;20;good
Jubilee;Jubilation Lee;Beverly Hills, California;Marvel Comics;165.91999999999999;52.340000000000003;F;1989;Red;Black;10;average
Joker;Jack Napier;;DC Comics;196.06999999999999;86.909999999999997;M;1940;Green;Green;10;high
Jolt;Helen Takahama;Ojai, California ;Marvel Comics;165.49000000000001;49.380000000000003;F;1997;Blue;Black;15;good
John Stewart;John Stewart;;DC Comics;185.83000000000001;91.0;M;;Green;Black;85;average
Johann Krauss;Johann Krauss;;Dark Horse Comics;;;M;2003;;;;
John Constantine;John Constantine;;DC Comics;183.28;;M;1985;Blue;Blond;10;good
JJ Powell;JJ Powell ;;ABC Studios;;;M;2010;;;10;high
Jim Powell;Jim Powell;;ABC Studios;;;M;2010;;;40;moderate
Jyn Erso;Jyn Erso;;George Lucas;;;F;2016;Green;Brown;;
Jessica Jones;Jessica Campbell Jones Cage;Forrest Hills, New York City;Marvel Comics;170.19;56.960000000000001;F;1963;Brown;Brown;45;average
K-2SO;;Galactic Empire;George Lucas;213.88;;M;2016;White;No Hair;;
Jigsaw;Billy Russo;;Marvel Comics;188.81999999999999;113.14;M;1976;Blue;Black;;
Jesse Quick;Jesse Chambers;;DC Comics;;;F;;;;;
Jessica Sanders;;;NBC - Heroes;;;F;;;;;
Jean-Luc Picard;Jean-Luc Picard;La Barre, France, Earth;Star Trek;;;M;1987;;;10;good
Jessica Cruz;Jessica Cruz;;DC Comics;;;F;2013;Green;Brown;90;average
Jean Grey;Jean Grey;;Marvel Comics;168.53;52.68;F;1963;Green;Red;80;high
Jason Bourne;Jason Bourne;;;;;M;;;;15;high
Jennifer Kale;Jennifer Kale;Citrusville, Florida ;Marvel Comics;168.46000000000001;55.460000000000001;F;1972;Blue;Blond;10;good
James T. Kirk;James T. Kirk;Riverside, Iowa, Earth;Star Trek;178.86000000000001;77.659999999999997;M;;Hazel;Brown;15;good
Jack Bauer;Kiefer Sutherland;Enola, Pennsylvania;;;;M;;;;;
Jack-Jack;Jack-Jack Parr;;Dark Horse Comics;71.730000000000004;14.67;M;2004;Blue;Brown;35;low
Jack of Hearts;Jonathan Hart;New Haven, Connecticut;Marvel Comics;155.18000000000001;79.280000000000001;M;1976;Blue / White;Brown;55;good
Isis;Adrianna Tomaz;;DC Comics;;;F;;;;50;good
James Bond;James Bond;;Titan Books;183.69;;M;;blue;Blond;15;high
Iron Man;Tony Stark;Long Island, New York;Marvel Comics;198.91;191.88;M;1963;Blue;Black;85;high
Iron Fist;Danny Rand;;Marvel Comics;180.56;79.560000000000002;M;1974;Blue;Blond;55;good
Ink;Eric Gitter;;Marvel Comics;180.62;81.859999999999999;M;2008;Blue;No Hair;30;moderate
Invisible Woman;Susan Storm Richards;Glenville, Long Island, New York ;Marvel Comics;168.33000000000001;54.920000000000002;F;;blue;Blond;10;high
Jar Jar Binks;Jar Jar Binks;Naboo;George Lucas;193.84;;M;;Yellow;;10;low
Impulse;Bartholomew Allen II;;DC Comics;170.30000000000001;65.829999999999998;M;1994;Yellow;Auburn;10;average
Indiana Jones;Indiana Jones;Princeton, New Jersey;George Lucas;183.78;79.760000000000005;M;1981;;;10;good
Iceman;Bobby Drake;Fort Washington, Long Island, New York ;Marvel Comics;173.93000000000001;65.579999999999998;M;;Brown;Brown;35;good
Hyperion;Mark Milton;;Marvel Comics;183.81999999999999;207.28999999999999;M;;Blue;Red;100;high
Iron Monger;Obadiah Stane;;Marvel Comics;;2.3399999999999999;M;;Blue;No Hair;65;high
Hybrid;Scott Washington;Bedford-Stuyvesant, Brooklyn, New York City;Marvel Comics;175.75999999999999;77.849999999999994;M;;Brown;Black;65;good
Husk;Paige Elisabeth Guthrie;Cumberland, Kentucky;Marvel Comics;170.84;58.07;F;1984;Blue;Blond;65;good
Huntress;Helena Rosa Bertinelli;;DC Comics;180.44;59.359999999999999;F;1989;Blue;Black;10;good
Human Torch;Johnny Storm;Glenville, Long Island, New York;Marvel Comics;178.71000000000001;77.829999999999998;M;1961;Blue;Blond;15;good
John Wraith;John Wraith;;Marvel Comics;183.09999999999999;88.5;M;1992;Brown;Black;15;good
Hydro-Man;Morris Bench;Bronx, New York;Marvel Comics;188.66999999999999;119.09;M;1981;Brown;Brown;15;moderate
Indigo;Iroque;;DC Comics;;;F;2008;;Purple;65;good
Howard the Duck;Howard (Last name unrevealed);New Stork, New Stork, Duckworld;Marvel Comics;79.349999999999994;18.449999999999999;M;;Brown;Yellow;;
Hollow;Monet St. Croix;;Marvel Comics;170.68000000000001;;F;1994;Blue;Red;;
Hope Summers;Hope Summers;;Marvel Comics;168.16999999999999;48.579999999999998;F;2008;Green;Red;10;good
Hiro Nakamura;Hiro Nakamura;Tokyo, Japan;NBC - Heroes;;;M;;;;15;good
Hulk;Bruce Banner;Dayton, Ohio;Marvel Comics;244.40000000000001;630.89999999999998;M;1962;Green;Green;100;high
Hellcat;Patricia Walker;Centerville, CA USA;Marvel Comics;173.47999999999999;61.479999999999997;F;1976;Blue;Red;15;good
Hellboy;Anung Un Rama;;Dark Horse Comics;259.69999999999999;158.56999999999999;M;1993;Gold;Black;55;good
Hela;;;Marvel Comics;213.5;225.81;F;;Green;Black;100;good
Heat Wave;Mick Rory;;DC Comics;180.80000000000001;81.569999999999993;M;1963;Blue;No Hair;10;moderate
Hawkwoman II;Sharon Parker;;DC Comics;;;F;;;;;
Hawkwoman;Shayera Hol;;DC Comics;175.12;54.340000000000003;F;1961;Green;Red;;
Hawkwoman III;Shayera Thal;;DC Comics;170.88999999999999;65.969999999999999;F;;Blue;Red;;
Hawkman;Carter Hall;;DC Comics;185.31999999999999;88.540000000000006;M;1940;Blue;Brown;65;good
Hercules;Heracles;Thebes, Greece;Marvel Comics;196.13999999999999;146.75999999999999;M;;Blue;Brown;100;good
Hellstorm;Daimon Hellstrom;Greentown, Massachusetts;Marvel Comics;185.02000000000001;81.450000000000003;M;;Red;Red;60;good
Hawkeye II;Katherine Elizabeth Bishop;New York City, New York;Marvel Comics;165.41999999999999;57.640000000000001;F;2005;Blue;Black;10;average
Hit-Girl;Mindy McCready;;Icon Comics;;;F;;;;10;average
Havok;Alexander Summers;Honolulu, Hawaii;Marvel Comics;183.74000000000001;79.519999999999996;M;;Blue;Blond;10;good
Harry Potter;Harry James Potter;;J. K. Rowling;;;M;;Green;Black;10;good
Hobgoblin;Roderick Kingsley;;Marvel Comics;180.16999999999999;83.489999999999995;M;;Blue;Grey;60;good
Harley Quinn;Harley Quinn;;DC Comics;170.31999999999999;63.229999999999997;F;1999;Blue;Blond;15;high
Hancock;John Hancock;;Sony Pictures;188.90000000000001;;M;;Brown;Black;90;good
Hawk;Henry Hall;;DC Comics;185.91;89.400000000000006;M;1968;Red;Brown;40;moderate
Han Solo;Han Solo;Corellia;George Lucas;183.09999999999999;79.329999999999998;M;1977;Brown;Brown;10;average
Hawkeye;Clint Barton;Waverly, Iowa;Marvel Comics;191.00999999999999;104.93000000000001;M;1964;Blue;Blond;15;average
Guardian;James Hudson;London, Ontario, Canada;Marvel Comics;;;M;;Brown;Black;;
Guy Gardner;Guy Gardner;Baltimore, Maryland ;DC Comics;188.06;95.319999999999993;M;;Blue;Red;90;moderate
Hawkgirl;Kendra Saunders;;DC Comics;175.09;61.93;F;1999;Green;Red;30;average
Green Goblin IV;Phillip Benjamin Urich;;Marvel Comics;178.94999999999999;79.859999999999999;M;1995;Green;Brown;;
Hal Jordan;Hal Jordan;Coast City, California;DC Comics;188.69;90.569999999999993;M;;Brown;Brown;90;good
Groot;Groot;;Marvel Comics;701.12;4.8200000000000003;M;1960;Yellow;;85;good
Green Goblin III;Barton Hamilton;;Marvel Comics;183.66;88.469999999999999;M;;;;;
Goliath IV;William Barrett Foster;Watts, Los Angeles, California ;Marvel Comics;183.18000000000001;90.200000000000003;M;2006;Brown;Black;;
Gorilla Grodd;Grodd;;DC Comics;198.44999999999999;270.63999999999999;M;1959;Yellow;Black;55;high
Granny Goodness;;Apokolips;DC Comics;178.22;115.84;F;;Blue;White;100;high
Gravity;Greg Willis;Sheboygan, Wisconsin;Marvel Comics;178.25999999999999;79.730000000000004;M;2005;Blue;Brown;35;average
Greedo;Greedo;Rodia;George Lucas;170.61000000000001;;M;;Purple;;10;moderate
Goliath;Hank Pym;;Marvel Comics;;;M;;;;;
Goliath;Erik Josten;;Marvel Comics;;;M;;;;;
Goliath;Clint Barton;;Marvel Comics;;;M;;;;;
Green Goblin;Norman Osborn;Hartford, Connecticut;Marvel Comics;180.83000000000001;83.400000000000006;M;1964;Blue;Auburn;50;high
Gog;;;DC Comics;;;M;1981;;;35;average
Goblin Queen;Madelyne Jennifer Pryor;Created in Sinister's Labs, Nebraska ;Marvel Comics;168.55000000000001;50.380000000000003;F;;Green;Red;10;good
Green Goblin II;Harold Osborn;New York City;Marvel Comics;178.97999999999999;77.019999999999996;M;;Blue;Auburn;55;good
Gladiator;Kallark;;Marvel Comics;198.37;268.52999999999997;M;;Blue;Blue;100;average
Giganta;Doris Zuel;;DC Comics;62.649999999999999;630.79999999999995;F;1944;Green;Red;90;high
Giant-Man II;;;Marvel Comics;;;M;;;;;
Ghost Rider II;Daniel Ketch;;Marvel Comics;;;;;;;70;average
Giant-Man;Hank Pym;;Marvel Comics;;;M;;;;;
Genesis;Tyler Dayspring;;Marvel Comics;185.66;86.170000000000002;M;1994;Blue;Blond;70;good
Goku;Kakarot;;Shueisha;175.49000000000001;62.020000000000003;M;;;;100;average
Green Arrow;Oliver Queen;;DC Comics;188.03;88.989999999999995;M;1941;Green;Blond;15;high
Garbage Man;Richard Ethan Morse;;DC Comics;;;M;2011;;;85;good
General Zod;Dru-Zod;Krypton;DC Comics;;;M;;Black;Black;100;high
Gary Bell;Gary Bell;;SyFy;;;M;;;;5;good
Gambit;Remy Etienne LeBeau;New Orleans, Louisiana;Marvel Comics;185.55000000000001;81.569999999999993;M;2006;Red;Brown;10;good
Ghost Rider;Johnny Blaze;Waukegan, Illinois;Marvel Comics;188.50999999999999;99.200000000000003;M;1972;Red;No Hair;55;average
Godzilla;Gojira;;;108.55;90.930000000000007;;1954;;;100;average
Gamora;Gamora Zen Whoberi Ben Titan;Planet Zen Whoberi, Silican System, Milky Way;Marvel Comics;183.65000000000001;77.769999999999996;F;1975;Yellow;Black;85;good
Galactus;Galan;"(Galan) Taa; (Galactus) the Cosmic Egg ";Marvel Comics;876.84000000000003;16.199999999999999;M;1966;Black;Black;100;high
Frenzy;Joanna Cargill;;Marvel Comics;211.40000000000001;104.42;F;;Brown;Black;55;good
Frigga;Frigga;Place of birth unknown;Marvel Comics;180.69999999999999;167.21000000000001;F;;Blue;White;;
Franklin Storm;Dr. Franklin Storm;Place of birth unknown;Marvel Comics;188.91;92.109999999999999;;;Blue;Grey;10;moderate
Franklin Richards;Franklin  Richards;New York, New York;Marvel Comics;142.41999999999999;45.299999999999997;M;;Blue;Blond;80;good
Forge;;Unrevealed, presumably in the American West;Marvel Comics;183.36000000000001;81.060000000000002;;;Brown;Black;10;good
Flash IV;Bartholomew Allen II;;DC Comics;157.27000000000001;52.490000000000002;M;2003;Yellow;Auburn;10;good
Flash II;Barry Allen;Fallville, Iowa;DC Comics;183.41;88.319999999999993;M;1956;Blue;Blond;50;high
Flash Gordon;Steven Gordon;;;;;M;1966;;;70;high
Flash III;Wally West;Blue Valley, Nebraska;DC Comics;183.88;86.489999999999995;M;1960;;;10;good
Firestorm;Ronald Raymond;;DC Comics;188.81;91.510000000000005;M;1978;Blue;Auburn;80;moderate
Fixer;Paul Norbert Ebersol;Dayton, Ohio;Marvel Comics;;;;;Red;No Hair;;
Firestar;Angelica Jones;Place of birth unknown;Marvel Comics;173.63;56.409999999999997;F;1985;Green;Red;10;average
Firebird;Bonita Juarez;Buena Vista, New Mexico;Marvel Comics;165.81;56.799999999999997;F;;Brown;Black;10;moderate
Fighting Spirit;Carol Carter;;DC Comics;;;F;;;Red;;
Fin Fang Foom;;;Marvel Comics;975.37;19.0;M;;Red;No Hair;85;average
Feral;Maria Callasantos;Place of birth unknown;Marvel Comics;175.71000000000001;50.729999999999997;;;Yellow (without irises);Orange / White;30;moderate
Flash;Jay Garrick;Hibbardsville, Kansas;DC Comics;180.86000000000001;81.069999999999993;M;1940;Blue;Brown / White;10;good
Fallen One II;;;Marvel Comics;;;M;;Black;Blue;85;high
Firelord;Pyreus Kril;Xander, planet in Tranta System, Andromeda Galaxy;Marvel Comics;193.13999999999999;99.180000000000007;;;White;Yellow;65;moderate
Faora;Faora Hu-Ul;;DC Comics;;;F;1977;;;95;high
Falcon;Sam Wilson;New York, New York;Marvel Comics;188.18000000000001;108.33;M;1969;Brown;Black;15;moderate
Fabian Cortez;Fabian Cortez;Place of birth unknown;Marvel Comics;196.69;96.019999999999996;;;Blue;Brown;;
Firestorm;Jason Rusch;;DC Comics;;;M;;Brown;Black;55;average
Exodus;Bennet du Paris ;;Marvel Comics;183.66;88.799999999999997;M;1993;Blue;Black;85;good
Evil Deadpool;Wade Wilson;;Marvel Comics;188.62;95.909999999999997;M;2011;White;Red;35;good
Ethan Hunt;Ethan Hunt;Madison, Wisconsin, United States of America;;168.69999999999999;;M;;Brown;Brown;15;good
Evilhawk;Dargin Bokk ;;Marvel Comics;191.25;106.78;M;1992;Red;Black;35;average
ERG-1;;;DC Comics;;;M;;;;;
Enchantress;June Moone;;DC Comics;168.99000000000001;57.719999999999999;F;;Blue;Blond;15;good
Etrigan;Jason Blood;Hell;DC Comics;193.75999999999999;203.5;M;1972;Red;No Hair;85;average
Emma Frost;Emma Frost;Boston, Massachusetts;Marvel Comics;178.97;65.549999999999997;F;;Blue;Blond;65;good
Elle Bishop;;;NBC - Heroes;;;F;;Blue;Blond;10;average
Elektra;Elektra Natchios;;Marvel Comics;175.21000000000001;59.909999999999997;F;;Blue;Black;15;good
Energy;;;HarperCollins;;;F;;;;60;good
Elongated Man;Ralph Dibny;;DC Comics;185.43000000000001;80.319999999999993;M;1960;Blue;Red;10;good
Elastigirl;Helen Parr;;Dark Horse Comics;168.31;56.490000000000002;F;2004;Brown;Brown;35;good
Ego;Ego;The Black Galaxy;Marvel Comics;;;;;;;80;high
Dr Manhattan;Jonathan Osterman;;DC Comics;;;M;1986;White;No Hair;100;high
Drax the Destroyer;Arthur Sampson Douglas;Burbank, California;Marvel Comics;193.00999999999999;306.42000000000002;M;1973;Red;No Hair;80;average
Dormammu;Dormammu;Faltine Dimension;Marvel Comics;185.69;;M;1964;Yellow;No Hair;95;high
Doomsday;Doomsday;Krypton;DC Comics;244.00999999999999;412.67000000000002;M;1992;Red;White;100;good
Donatello;;;IDW Publishing;;;M;;Green;No Hair;15;high
Doppelganger;;The Dimension of Manifestations;Marvel Comics;196.66;104.06999999999999;M;1992;White;No Hair;65;low
Electro;Maxwell Dillon;;Marvel Comics;180.16999999999999;74.319999999999993;M;1964;Blue;Auburn;10;good
Domino;Neena Thurman;Project: Armageddon base, Everglades, Florida ;Marvel Comics;173.81999999999999;54.409999999999997;F;1992;Blue;Black;10;good
Doctor Doom II;Kristoff Vernard;Doomstadt, Latveria ;Marvel Comics;201.44999999999999;132.11000000000001;M;;Brown;Brown;65;high
Doctor Doom;Victor von Doom;Haasenstadt, Latveria;Marvel Comics;201.52000000000001;187.41;M;1962;Brown;Brown;35;high
Doctor Fate;Kent Nelson;;DC Comics;188.81;89.450000000000003;M;1940;Blue;Blond;20;high
DL Hawkins;Daniel Lawrence Hawkins;;NBC - Heroes;;;M;;;;15;average
Diamondback;Willis Stryker;;Marvel Comics;193.34999999999999;90.709999999999994;M;1972;Brown;Black;20;average
Destroyer;;Created in Asgard;Marvel Comics;188.78999999999999;383.43000000000001;M;1965;;;95;average
Donna Troy;Donna Hinckley Stacey Troy;;DC Comics;175.44999999999999;63.119999999999997;F;1965;Blue;Black;95;high
Doc Samson;Leonard Samson;Tulsa, Oklahoma;Marvel Comics;198.63;171.86000000000001;M;1971;Blue;Green;80;good
Demogoblin;;;Marvel Comics;185.05000000000001;95.290000000000006;M;1992;Red;No Hair;50;average
Deathstroke;Slade Joseph Wilson;;DC Comics;193.87;101.98;M;1980;Blue;White;30;good
Doctor Strange;Stephen Strange;Philadelphia, Pennsylvania ;Marvel Comics;188.97999999999999;81.140000000000001;M;1963;Grey;Black;10;high
Deadpool;Wade Wilson;Canada ;Marvel Comics;188.0;95.319999999999993;M;1991;Brown;No Hair;35;good
Deadshot;Floyd Lawton;;DC Comics;185.55000000000001;91.150000000000006;M;1950;Brown;Brown;10;average
Doctor Octopus;Otto Octavius;Schenectady, New York;Marvel Comics;175.81;110.19;M;1963;Brown;Brown;50;high
Deadman;Boston Brand;;DC Comics;183.31;90.269999999999996;M;1967;Blue;Black;10;average
Data;Data;;Star Trek;;;M;;Yellow;Brown;35;high
